ticker,date,analysis_date,model,market_premium,risk_free_rate,beta,alpha,r_squared,expected_return_capm,sharpe_ratio
AAPL,2025-03-14,2025-03-14 11:39:18,capm,0.11764179884946373,0.024669657624011514,1.1734299677161553,0.13683099084184788,0.6247480609031115,0.16271406985000816,0.86735785221568
MSFT,2025-03-14,2025-03-14 11:39:18,capm,0.11764179884946373,0.024669657624011514,1.1724831806248959,0.08818026196892004,0.6720686174268087,0.16260268811346495,0.740616584192996
AMZN,2025-03-14,2025-03-14 11:39:18,capm,0.11764179884946373,0.024669657624011514,1.080896172522895,0.082747036550627,0.4113984696552667,0.15182822772910518,0.5834968931977076
GOOGL,2025-03-14,2025-03-14 11:39:18,capm,0.11764179884946373,0.024669657624011514,1.1318171743301524,0.10208809365193239,0.5517062581391106,0.15781866598092772,0.7231870623948227
META,2025-03-14,2025-03-14 11:39:19,capm,0.11764179884946373,0.024669657624011514,1.307404524600877,0.1323946954879565,0.3862027050874539,0.17847507772198665,0.6372863685289948
