ticker,date,analysis_date,model,market_premium,risk_free_rate,beta,alpha,r_squared,expected_return_capm,market_beta,smb_beta,hml_beta,ff_alpha,ff_r_squared,expected_return_ff,smb_premium,hml_premium,sharpe_ratio
AAPL,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,1.1734296396845205,0.13683102597456923,0.6247480082464569,0.16271403125977657,1.0777625052759479,-0.13633073385576755,-0.6007814476641573,0.0819290499641196,0.7185122764358091,0.20412311957075474,-0.05481777287453283,-0.07521902526276741,0.867358047222601
ABNB,2025-03-14,2025-03-14 21:58:29,fama_french,0.101824941907154,0.029629420407851954,1.5780735699444446,-0.09359687776257358,0.27959944699088224,0.19031666999266014,1.0344109904050716,1.0264940136408949,-0.9273923290422046,-0.019504963996737235,0.3581174378775033,0.1484456907438581,-0.05481777287453283,-0.07521902526276741,0.13692865701037668
ADBE,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,1.2577885429020959,-0.03866312466473824,0.476603504822359,0.17263816438325996,1.0796274670220094,-0.010430944708721506,-0.9561821808726998,-0.11299178339069593,0.606782573470215,0.22417386770855194,-0.05481777287453283,-0.07521902526276741,0.2810474701287985
ADI,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,1.2681952612804728,0.021361834809617758,0.5836199292690724,0.173862429453412,1.1646639918584265,0.3687737065291269,-0.30522025551403786,0.021148038323166057,0.6049332758411995,0.16442584150503942,-0.05481777287453283,-0.07521902526276741,0.48129299083639143
ADP,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,0.9796645053654365,0.02868942160077288,0.5715175433790811,0.13991915230417157,1.0615861981172463,-0.10944696146442431,0.3633440109988324,0.04976771873444088,0.6026689633060021,0.12822582393725573,-0.05481777287453283,-0.07521902526276741,0.5203347018284539
ADSK,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,1.3366077877937683,-0.012257228356086974,0.528604257872078,0.18191060213627272,1.152812993583924,0.4502327130052081,-0.6784285557964619,-0.0360778227864303,0.584224859031817,0.18663863200149228,-0.05481777287453283,-0.07521902526276741,0.36944323687569974
AEP,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,0.5766778467218276,-0.02840153789431128,0.24600210432893155,0.09251107686900265,0.7553917026932565,-0.4047489599108985,0.6817458150867228,-0.0014513382976077435,0.3827107547246157,0.08444247723261038,-0.05481777287453283,-0.07521902526276741,0.1589054874396763
ALGN,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,1.5329812292812361,-0.12348597826704208,0.3639454612918377,0.20501232703911831,1.3463469476998164,0.9175923341233291,-0.38131415223988047,-0.0948837430349388,0.40854162698262697,0.16143804511390003,-0.05481777287453283,-0.07521902526276741,0.10481659578339801
AMAT,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,1.6347956036041515,0.09654494877714848,0.5573532567151869,0.21698995318319875,1.4395667619480683,0.46912983484379334,-0.7267221455225696,0.07019762027946616,0.6019858384159191,0.22296955975142052,-0.05481777287453283,-0.07521902526276741,0.6179655347205382
AMD,2025-03-14,2025-03-14 21:58:29,fama_french,0.11764179884946373,0.024669657624011514,1.5596656851146669,0.11250851884842855,0.4025210737722843,0.20815153442468218,1.2519058795116385,0.41040997182409245,-1.3654995533092147,0.03323586801349479,0.5248024663013682,0.25215990205574756,-0.05481777287453283,-0.07521902526276741,0.5640369630122888
